observer,trial,x,y,dur,n
1,23,611.2,2099.1,279,4
1,24,944.1,552.8,1202,1
1,24,731.9,654.6,1617,2
1,24,711.9,660.3,503,3
1,24,667.1,2040.4,1020,4
1,24,667.7,1597.7,116,5
1,25,947.2,546.5,1203,1
1,25,741.4,647.1,465,2
1,25,711.6,658,306,3
1,26,945.4,542.3,1192,1
1,26,1123,746,137,2
1,26,1171,664.7,853,3
1,26,672.9,2053.1,179,4
1,27,950.6,545.8,1240,1
1,27,801.6,477.6,90,2
1,27,1036.7,306.9,219,3
1,27,737.6,417.2,451,4
1,27,649.5,1973.6,197,5
1,27,639.4,2039.5,217,6
1,27,689.1,2040,379,7
1,28,945.5,535,79,1
1,28,952.1,541.4,1104,2
1,28,1153.3,447.7,152,3
1,28,1161.8,429.4,659,4
1,28,623.3,1955.7,113,5
1,29,948.3,542.1,1234,1
1,29,1069.7,757.2,38,2
1,29,937.2,292.5,158,3
1,29,946.3,263.9,681,4
1,29,684.3,1958.8,114,5
1,29,685.1,2025.3,134,6
1,30,946.8,547.3,1199,1
1,30,1029.9,750.6,134,2
1,30,952.4,787.4,643,3
1,30,683.9,2101.6,180,4
1,30,663,2071.1,234,5
1,31,947.7,548.1,1210,1
1,31,727.2,667.8,645,2
1,31,654.8,1999.8,195,3
1,31,657.9,2070.2,315,4
1,32,947.2,544.8,1211,1
1,32,1139.9,441.4,165,2
1,32,1155.3,428.7,468,3
1,33,945.3,549.9,604,1
1,33,943.8,557,570,2
1,33,749.8,422,201,3
1,33,733.3,406.3,668,4
1,33,633.8,2031.3,162,5
1,34,946.2,545,1229,1
1,34,750,554.5,121,2
1,34,704.7,539.5,387,3
1,34,714.2,406.8,2966,4
1,34,708.7,430.3,369,5
1,34,721.6,426.4,161,6
1,34,669.2,1970.9,124,7
1,34,687.6,2052.8,166,8
1,35,946.6,546.5,1242,1
1,35,821.5,764.5,169,2
1,35,823.2,739.7,136,3
1,35,1161.6,439.2,201,4
1,35,1164,411.2,244,5
1,35,675,1876.6,79,6
1,35,675.4,1999.9,221,7
1,35,634,2112.3,235,8
1,35,693.1,2045.3,229,9
1,36,950.7,541.1,1203,1
1,36,948.9,807.8,116,2
1,36,950.3,782,436,3
1,37,950.7,549.5,298,1
1,37,947.7,546.4,757,2
1,37,1170.1,653.7,467,3
1,37,666.4,2000.3,144,4
1,38,944.3,549,1205,1
1,38,951,278.3,405,2
1,38,641.4,2034.7,640,3
1,39,949.7,546.8,1189,1
1,39,1183.9,663.4,383,2
1,39,701.8,2095.4,172,3
1,40,952.4,542.1,1200,1
1,40,949.8,807.5,122,2
1,40,956,788.4,224,3
1,40,666.1,1992.6,125,4
1,41,952,548.3,1207,1
1,41,1092.5,733,52,2
1,41,737,653.6,842,3
1,41,733.4,1023.9,24,4
1,42,954.7,553,1199,1
1,42,886.9,381.9,97,2
1,42,938,279.4,302,3
1,42,950.6,271.8,466,4
1,42,662.6,2046.5,244,5
1,43,952.8,552.5,1234,1
1,43,966.6,362.4,44,2
1,43,956.8,297.6,165,3
1,43,956.6,282.2,390,4
1,43,686.6,2003.8,193,5
1,44,952.7,546.7,1230,1
1,44,1158.6,665.1,256,2
1,44,1170.4,659.5,620,3
1,44,698.4,2078.2,228,4
1,45,951.5,552.4,1300,1
1,45,948.2,782.5,1538,2
1,45,684.6,2087.5,203,3
1,45,923,810.8,121,4
1,45,948.1,776.4,2119,5
1,45,953.9,780.9,576,6
1,45,961.3,743.5,156,7
1,45,798.2,597.5,80,8
1,45,727.8,553,176,9
1,46,950.4,551.2,1220,1
1,46,1172.4,577.1,47,2
1,46,1151.1,443.8,217,3
1,46,1158.8,424.1,618,4
1,47,953.6,543.8,447,1
1,47,956.7,546.5,604,2
1,47,826.3,386.2,160,3
1,47,735.6,412.4,870,4
1,48,951.2,542.8,1239,1
1,48,738.2,518.3,170,2
1,48,727.8,411.6,760,3
1,48,699.6,1952.8,188,4
1,49,947.6,547.4,1212,1
1,49,965.8,331.5,61,2
1,49,961.4,313.3,100,3
1,49,958.3,271.5,503,4
1,49,701.8,2003.4,191,5
1,50,948.7,547.3,1172,1
1,50,739.2,447.6,128,2
1,50,740.2,410.4,452,3
1,51,954.6,540.7,1242,1
1,51,961.9,805.3,203,2
1,51,957,784.8,350,3
1,51,649.3,2129.7,187,4
1,51,694.4,2044.4,874,5
1,51,919.3,731.4,124,6
1,51,967.7,758.8,326,7
1,51,709.4,1970.8,184,8
1,52,959.3,546.4,646,1
1,52,953.3,550.3,410,2
1,52,1062.7,351.7,169,3
1,52,1082.6,313.2,109,4
1,52,1187.1,674.4,607,5
1,53,952.2,544,1195,1
1,53,1078.2,751.5,86,2
1,53,1159.1,423,588,3
1,53,1178.9,425.5,255,4
1,53,1168.2,421.2,931,5
1,53,1214.6,498.1,78,6
1,53,1171.7,430.4,87,7
1,53,687.5,2020.7,36,8
1,53,688,2054.3,75,9
1,53,692.6,1999.4,346,10
1,53,743.1,2102.2,136,11
1,53,1146.7,437.3,212,12
1,53,1168.7,431.7,464,13
1,53,1170.8,429.7,771,14
1,53,1174.3,545.3,65,15
1,53,1176,612.7,66,16
1,53,1172.9,639.6,560,17
1,54,955.8,549.3,1197,1
1,54,1198.4,574.4,125,2
1,54,1199.9,566.5,145,3
1,54,1183.2,665.5,427,4
1,54,703.5,2079,294,5
1,55,952.9,552.4,1209,1
1,55,957.4,815.3,133,2
1,55,959.5,792.8,221,3
1,55,959,780.6,814,4
1,56,956.5,552.5,1262,1
1,56,1145.9,641.7,144,2
1,56,1181.6,654.7,478,3
1,56,684.8,2073.6,387,4
1,57,952.5,552.4,1210,1
1,57,755.1,651.2,178,2
1,57,732.7,662.6,264,3
1,59,951.2,554.7,1233,1
1,59,958.9,798,620,2
1,60,955.6,547.2,1216,1
1,60,1173.6,661.1,295,2
1,60,1195.1,658.1,423,3
1,60,1197.7,654,310,4
1,60,569.6,2083.3,155,5
1,60,681.5,2026.4,193,6
1,60,1217.6,641.5,156,7
1,60,1191.7,661.3,165,8
1,60,717.7,1937.1,91,9
1,60,667.4,1942.8,270,10
1,61,957.3,540.2,1210,1
1,61,1071.2,720.4,90,2
1,61,1162.7,426.8,1764,3
1,61,672,2056,179,4
1,61,1145.7,429.9,650,5
1,61,1159.5,421.7,1574,6
1,62,944,547.1,1182,1
1,62,882.6,343.5,112,2
1,62,957.6,267.4,1142,3
1,62,704.7,1927,149,4
1,63,950.7,544.8,1223,1
1,63,1199.4,557.3,218,2
1,63,688.3,693.1,97,3
1,63,729,665,383,4
1,63,645.4,2059.2,317,5
1,64,951.7,551.9,1203,1
1,64,1047.9,338.5,159,2
1,64,973.4,285.8,156,3
1,64,949.4,276.1,386,4
1,64,583,1986.2,102,5
1,64,684.6,2025.5,138,6
1,64,953.5,315,357,7
1,65,951.5,543.1,1195,1
1,65,954.2,785.8,487,2
1,66,952.9,547.3,1268,1
1,66,808.6,460.5,82,2
1,66,741,413.9,477,3
1,67,953.6,549.7,441,1
1,67,954.8,551.3,557,2
1,67,1173.5,654.7,331,3
1,67,689.2,2024.6,326,4
1,68,953.7,551.5,1210,1
1,68,726.1,694.4,121,2
1,68,731.8,672.7,351,3
1,68,670.9,2058.5,495,4
1,68,655.2,1910.6,64,5
1,68,759.2,589.2,154,6
1,69,951.9,546.8,1200,1
1,69,957.8,300.1,552,2
1,69,728.6,1983.5,115,3
1,70,950.1,552.6,1193,1
1,70,968.7,813.3,87,2
1,70,957.6,786.3,382,3
1,70,712.7,2060.3,189,4
1,70,685,2057.1,413,5
1,70,930.7,709,124,6
1,71,951.7,550.2,1187,1
1,71,1051.5,341.6,182,2
1,71,1088.6,344.7,45,3
1,71,1157.7,438.3,242,4
1,71,1169.2,440,311,5
1,72,948.7,555.4,1181,1
1,72,954.7,274.5,295,2
1,72,668.1,2046.3,159,3
1,73,950.8,545.9,1196,1
1,73,863.7,782.7,132,2
1,73,951.1,791,513,3
1,73,675.9,2135.2,328,4
1,74,944.3,548.6,1209,1
1,74,1189.8,571.6,106,2
1,74,796.7,659.3,153,3
1,74,735,666.1,500,4
1,75,946.5,554.3,1194,1
1,75,862.7,389.2,99,2
1,75,830.2,316.8,377,3
1,75,737.6,414.9,436,4
1,75,691,2025.9,368,5
1,76,947.6,560.2,1324,1
1,76,796.6,629.3,131,2
1,76,733.1,666,769,3
1,76,734.6,663.3,1553,4
1,76,862.4,402.8,101,5
1,76,929.3,341.4,129,6
1,76,741.5,689.7,143,7
1,76,734.4,670.7,381,8
1,76,767.4,671.4,274,9
1,76,887,679.1,215,10
1,76,972.8,373.8,107,11
1,76,950.8,305.1,263,12
1,76,755.9,413.4,167,13
1,76,966.9,323.8,224,14
1,76,731,650.5,505,15
1,76,729.1,671,579,16
1,76,714.5,662.9,364,17
1,77,945.7,551.6,1212,1
1,77,1067.3,355.2,196,2
1,77,1076.2,330.7,107,3
1,77,1162.2,665.1,630,4
1,77,647.7,1946.8,37,5
1,77,637.8,2025.8,80,6
1,77,537.6,2132,36,7
1,77,691.1,2028.4,459,8
1,78,944.6,546.9,1291,1
1,78,981,793.5,110,2
1,78,949.5,785.2,769,3
1,78,705.3,2102.6,376,4
1,79,945.3,550.9,1355,1
1,79,754.9,649.3,149,2
1,79,726.5,663.7,567,3
1,80,941.9,552,1267,1
1,80,1049.3,730.4,41,2
1,80,775.6,677.5,105,3
1,80,714.5,658.5,2061,4
1,80,702.3,660.3,311,5
1,80,715.1,659.9,296,6
1,80,592,2122.3,80,7
1,80,756.5,1203.5,23,8
1,80,726.3,927.4,94,9
1,80,674.5,1882,136,10
1,80,693.2,1842,164,11
1,81,944.9,550.2,1216,1
1,81,1167.4,559.9,213,2
1,81,1196,553,158,3
1,81,1176.3,644.3,649,4
1,81,704.2,2048.3,194,5
1,82,944.1,550.7,1310,1
1,82,948.5,768.5,1194,2
1,82,963.7,783.7,446,3
1,82,686.1,2011.8,137,4
1,82,673.5,2064.6,376,5
1,83,942.1,549.2,1269,1
1,83,1153.7,650.1,895,2
1,84,947,548.4,1278,1
1,84,951.1,780.1,685,2
1,85,941.2,548.5,1228,1
1,85,820.1,478.5,99,2
1,85,742.3,424,182,3
1,85,714.6,406.7,337,4
1,86,943,552.2,1225,1
1,86,849.8,758.4,94,2
1,86,942.2,772.5,879,3
1,86,711.9,1983.4,120,4
1,86,669.8,2037.5,391,5
1,87,943.7,555.2,1198,1
1,87,767.8,450.5,136,2
1,87,729.7,412.8,451,3
1,88,943.5,545.5,320,1
1,88,947.8,556,694,2
1,88,1180.7,670.8,577,3
1,88,719.7,2002.1,173,4
1,89,945.4,551.5,1188,1
1,89,1053.5,340.5,139,2
1,89,1136.4,421.6,162,3
1,89,1162.9,421.3,468,4
1,89,627.6,2112.7,242,5
1,89,668.5,2099.8,185,6
1,90,942.7,554.9,1240,1
1,90,1179.6,665.6,477,2
1,90,633.4,2124,33,3
1,91,940.9,553.5,1268,1
1,91,951.3,776.2,504,2
1,92,944.1,548.2,1204,1
1,92,752.9,516.4,91,2
1,92,735.1,412.9,645,3
1,92,711.9,1972.8,193,4
1,93,946.6,553.2,1215,1
1,93,1140.5,452.5,143,2
1,93,1155.8,423.4,330,3
1,93,682.2,1958.2,137,4
1,94,946.2,555.3,1202,1
1,94,1057.8,368.9,215,2
1,94,750.2,690.9,112,3
1,94,723.1,679.6,263,4
1,94,668,2041.6,478,5
1,94,684.4,1912.2,204,6
1,95,936.3,544.9,1225,1
1,95,1177.2,661.2,479,2
1,96,946.6,548.8,1193,1
1,96,873.3,355.5,106,2
1,96,939.7,297.9,150,3
1,96,946.3,273.1,816,4
1,96,745.5,2126,59,5
1,96,756.3,2143.2,24,6
1,97,944.8,553.1,1201,1
1,97,774.1,446.3,114,2
1,97,732.3,410.9,237,3
1,98,947,546.3,1267,1
1,98,1146.4,442.9,231,2
1,98,1163.4,421,259,3
1,99,946.6,551.6,1191,1
1,99,1110.3,464.4,120,2
1,99,1158.6,424.6,498,3
1,99,708.1,1936.3,152,4
1,100,942.8,554.1,1288,1
1,100,1142.7,434,382,2
1,101,943.7,536.6,1201,1
1,101,1136.7,455.1,137,2
1,101,1153.5,431.9,363,3
1,101,710.9,1946.9,131,4
1,101,688.7,2003.1,479,5
1,101,1101.7,426.8,136,6
1,102,954.4,539.9,1220,1
1,102,1177.6,648.4,371,2
1,103,956,545.6,1209,1
1,103,971.7,357.8,48,2
1,103,965.7,287.3,306,3
1,104,958,541.8,1193,1
1,104,973.7,313.3,63,2
1,104,970.2,280.9,297,3
1,105,951.8,553,1198,1
1,105,787.6,478.6,136,2
1,105,738.5,419.9,310,3
1,106,953.3,549.9,1213,1
1,106,966.1,361.6,32,2
1,106,962.9,270.2,285,3
1,107,948.5,547.3,1235,1
1,107,953.9,818.3,104,2
1,107,947.9,807.4,122,3
1,107,960.3,773.8,186,4
1,107,676.1,2099.5,211,5
1,108,949,552.4,1250,1
1,108,1117.6,454.2,113,2
1,108,1153.7,422.7,217,3
1,109,949,546.8,1217,1
1,109,916,768.5,104,2
1,109,948.3,783.9,369,3
1,109,959.3,783.3,284,4
1,110,949.5,547.5,1211,1
1,110,1165,657.3,359,2
1,111,950.6,547.3,1225,1
1,111,1123.6,671,116,2
1,111,1174,655.2,457,3
1,111,659.5,1996.5,303,4
1,112,947,545.7,1206,1
1,112,967.3,288,161,2
1,112,951.8,275,290,3
1,113,943.7,548.4,1220,1
1,113,1161.7,665.2,341,2
1,114,945.3,546.8,1211,1
1,114,1178.5,573.9,105,2
1,114,1172.9,662.6,544,3
1,114,690.6,2038.9,398,4
1,115,946.4,549.7,1212,1
1,115,1047.7,344.2,93,2
1,115,1133.9,442.7,129,3
1,115,1154.7,427.8,154,4
1,115,1171.9,419.9,256,5
1,115,704.8,1997.3,188,6
1,115,710.2,2008.7,244,7
1,116,949.8,551.9,1221,1
1,116,1109.2,479.2,98,2
1,116,1152.7,436.6,299,3
1,117,950,544.4,1247,1
1,117,965.4,366.6,35,2
1,117,959.9,280.9,224,3
1,117,677.2,1982.9,225,4
1,118,948.7,548.4,1363,1
1,118,979.1,545.6,112,2
1,118,746.8,413.8,307,3
1,118,683.3,1907.4,58,4
1,119,948,552.4,1209,1
1,119,1144.8,451.9,133,2
1,119,1158.2,415.7,225,3
1,120,945.5,546.5,1202,1
1,120,1170.6,465.7,111,2
1,120,1163.6,435.8,305,3
1,121,952.2,549.6,1218,1
1,121,959.8,804.9,80,2
1,121,955.2,782.7,273,3
1,122,955.3,553,1210,1
1,122,1181.4,659.9,473,2
1,122,665.8,2027.8,152,3
1,123,954.5,546.5,1204,1
1,123,1196.2,556.8,113,2
1,123,1163.4,434,489,3
1,123,680.7,2094.4,141,4
1,123,676.1,2042.7,1106,5
1,124,954.6,555.3,1214,1
1,124,1144.7,429.7,272,2
1,125,951.7,544,1210,1
1,125,949.6,273.1,344,2
1,125,652,1994,268,3
1,126,944.4,549.6,1224,1
1,126,817.5,481.8,96,2
1,126,757.6,427.2,171,3
1,126,646.4,1966.6,105,4
1,127,944.1,547.2,1209,1
1,127,751.7,674.4,126,2
1,127,727.9,660.6,295,3
1,128,947.5,548.2,1197,1
1,128,847.2,340,96,2
1,128,947.2,271.8,629,3
1,128,690.2,2031.8,167,4
1,128,665.3,2080,183,5
1,129,948.4,549.2,1212,1
1,129,1179,557.8,112,2
1,129,730.7,403.5,550,3
1,129,712.7,422.2,531,4
1,129,654.8,2110.6,281,5
1,130,944,555.9,907,1
1,130,946.4,561,98,2
1,130,960,553.3,98,3
1,130,789.3,433.3,135,4
1,130,727.5,422.5,165,5
1,130,712.3,406.9,415,6
1,131,952.8,554.8,517,1
1,131,956.4,550.3,526,2
1,131,1049.4,691.7,110,3
1,131,737.9,400,403,4
1,131,720.3,416.6,405,5
1,131,734.1,408.8,1715,6
1,131,550.8,2057.8,292,7
1,131,715,347.3,146,8
1,131,746.6,420,319,9
1,131,730.4,433.5,233,10
1,132,945.9,549.1,1187,1
1,132,869.2,365.9,114,2
1,132,819.4,322.7,342,3
1,132,1171.1,418.9,1420,4
1,132,666.4,2025.7,226,5
1,132,681.5,2091.3,184,6
1,133,956.6,550.4,1420,1
1,133,1166,649.4,225,2
1,133,1190,667.6,302,3
1,134,955.2,560.2,1292,1
1,134,959.7,792.6,576,2
1,135,942.1,547.8,1206,1
1,135,1167.6,551.2,128,2
1,135,953.4,799.5,140,3
1,135,953.4,779.5,944,4
1,135,964.3,787.6,546,5
1,135,685.8,2113.1,224,6
1,136,949.2,555.6,1264,1
1,136,1146.8,650.1,243,2
1,136,1174.4,656.9,377,3
1,137,952.4,552.6,1214,1
1,137,953.5,794,506,2
1,138,948.2,550.5,1304,1
1,138,1105.9,537.5,42,2
1,138,919.1,280.5,159,3
1,138,939.7,266.5,280,4
1,139,948.7,551.9,1200,1
1,139,748.9,677.2,169,2
1,139,730.6,673,350,3
1,140,946.8,555.7,1187,1
1,140,1180.9,565.8,88,2
1,140,1159.6,425.6,605,3
1,141,948.5,553.4,1202,1
1,141,1136.8,445.1,144,2
1,141,1150.1,424.7,204,3
1,141,690.7,2014.7,225,4
1,142,947,551,1214,1
1,142,1162.6,660.6,567,2
1,142,673.9,2063.4,550,3
1,142,560.9,2136.8,55,4
1,142,564.3,2138.3,55,5
1,143,951.8,548.9,1288,1
1,143,737.5,687,125,2
1,143,724.1,673.7,359,3
1,144,945.5,550.6,1210,1
1,144,950.6,821.1,108,2
1,144,955.6,800.5,301,3
1,144,683,2106.8,203,4
1,145,948,556,1221,1
1,145,964.5,318.2,112,2
1,145,952.7,277.1,489,3
1,146,949.9,552.4,1234,1
1,146,946.7,398.2,47,2
1,146,958.5,267.8,1763,3
1,147,948.9,554,1197,1
1,147,956.5,287.1,299,2
1,147,658.6,2018.5,178,3
1,148,946.7,554.9,1285,1
1,148,830,781,51,2
1,148,1116.2,666.2,123,3
1,148,1179.3,661.5,798,4
1,148,1015.2,685.2,41,5
1,148,1151.8,670.7,400,6
1,149,943.3,544.1,1216,1
1,149,1040.1,442.8,33,2
1,149,1054.6,363.1,43,3
1,149,957.2,830.2,135,4
1,149,940.5,783.5,501,5
1,150,951.6,555,1192,1
1,150,950.4,797.2,428,2
1,151,947.6,544.6,1184,1
1,151,953.3,301.6,307,2
1,151,705.8,1967.2,238,3
1,151,668.1,1995.8,297,4
1,152,950.1,546.2,1200,1
1,152,953.5,780.3,474,2
1,152,718.6,1979.1,165,3
1,153,948.9,550.4,1188,1
1,153,761.8,454.7,69,2
1,153,746.9,429.9,143,3
1,154,946.9,555,695,1
1,154,947.7,548,503,2
1,154,955.9,272.6,346,3
1,155,946,552.6,1336,1
1,155,790.3,477.3,56,2
1,155,752.3,402.9,164,3
1,155,727.3,405,252,4
1,156,945.6,550.4,1354,1
1,156,953.3,290.6,156,2
1,156,946.3,268.1,402,3
1,156,638.8,1942.6,146,4
1,157,947.8,548.3,1215,1
1,157,1053.8,745.1,155,2
1,157,958.9,283.4,168,3
1,157,944.1,264.9,330,4
1,157,755.6,2037.1,152,5
1,158,947.1,541.7,1201,1
1,158,753.9,653.4,152,2
1,158,723.5,659.7,722,3
1,158,546.2,2049.1,143,4
1,158,537.8,2133,26,5
1,158,539.2,2122.4,97,6
1,158,590.6,2016.5,206,7
1,159,948.8,541.8,1185,1
1,159,1041.5,351.8,124,2
1,159,951.8,285.2,226,3
1,159,950.1,266.7,405,4
1,160,944.7,537.4,1190,1
1,160,826.1,341.8,101,2
1,160,740.2,415.2,378,3
1,160,595.3,2123,146,4
1,161,959.5,544.1,1194,1
1,161,1157.5,454.2,150,2
1,161,1171.8,438.3,298,3
1,161,639.6,2050.4,157,4
1,161,665.1,2006.3,368,5
1,161,1178.9,475,151,6
1,162,951.5,545,1197,1
1,162,1168,569.4,108,2
1,162,963.8,774.4,207,3
1,162,938.1,796.4,199,4
1,163,949.4,551.5,340,1
1,163,953.6,552.7,754,2
1,163,746.1,680.1,142,3
1,163,723.1,676.7,361,4
1,163,642.6,2140.5,62,5
1,164,950,544.4,1197,1
1,164,744.5,546.5,88,2
1,164,741.4,415,356,3
1,164,681.7,1993.8,235,4
1,165,951.6,545.1,1198,1
1,165,740.3,559.4,66,2
1,165,749.3,414.8,313,3
1,165,732.2,415.5,120,4
1,165,678.6,2134.7,198,5
1,165,665.1,2138.8,34,6
1,166,949.9,552.5,1192,1
1,166,1144.6,465,121,2
1,166,1159.4,422,250,3
1,166,699.2,1873.4,37,4
1,166,694.4,1934.6,104,5
1,167,954.3,541.2,1193,1
1,167,748.1,668,319,2
1,167,618.4,1972,116,3
1,168,955.4,543.7,1189,1
1,168,880.2,724.6,108,2
1,168,739.9,662.8,507,3
1,169,950.5,552.4,1303,1
1,169,970.7,548.1,103,2
1,169,761.6,409.3,146,3
1,169,730.8,409.8,158,4
1,169,671.2,2076.6,169,5
1,170,950.3,548.5,1279,1
1,170,834.3,766.4,194,2
1,170,816.2,761.7,188,3
1,170,938.9,319.3,106,4
1,170,949.9,277.2,233,5
1,171,948.1,551.6,1319,1
1,171,1168.6,667,476,2
1,171,716.9,2075.4,155,3
1,172,948.6,554,1213,1
1,172,1150.4,652.7,281,2
1,172,672.1,2108.4,152,3
1,173,944.5,546,1243,1
1,173,1050.7,683.8,45,2
1,173,945.1,268.5,521,3
1,173,640.8,2019.2,183,4
1,173,617.2,2114.1,214,5
1,173,635.4,2078.7,211,6
1,173,559.6,2076.1,234,7
1,174,951,543.5,1245,1
1,174,748.6,660.9,122,2
1,174,721.3,662.7,490,3
1,175,950.8,549,1284,1
1,175,832.2,779.9,165,2
1,175,830.2,749.3,37,3
1,175,1159.3,416.6,404,4
1,176,948.7,559.7,1319,1
1,176,749.6,673.6,178,2
1,176,726.9,685.1,117,3
1,177,949.3,553.7,1230,1
1,177,1066.3,767.2,174,2
1,177,1145.1,544.7,48,3
1,177,1149.3,446.7,272,4
1,177,735.5,2015,135,5
1,178,947,550,445,1
1,178,953.2,553,713,2
1,178,951.9,784.6,763,3
1,178,665.6,2050.2,445,4
1,178,659.8,2049.3,317,5
1,178,660.3,1799.9,138,6
1,178,968.9,819.1,95,7
1,178,943.5,784.2,252,8
1,179,946.5,555.5,83,1
1,179,943.9,554.9,952,2
1,179,782.1,418.9,190,3
1,179,738.5,434.5,119,4
1,180,951.7,550.2,1194,1
1,180,951.8,265,345,2
1,180,664.6,2045,174,3
1,181,952.5,550.9,1194,1
1,181,1038.7,375.9,101,2
1,181,971.9,292.3,204,3
1,181,949.3,274,327,4
1,182,953.1,546.6,1190,1
1,182,950.8,282.2,432,2
1,183,946.8,550.1,1215,1
1,183,1086.5,757.6,102,2
1,183,732.5,676.1,361,3
1,183,625.5,2015.3,195,4
1,184,958.5,552.7,1239,1
1,184,865,736,105,2
1,184,760,402.1,167,3
1,184,731.7,409.5,197,4
1,184,688.2,2064.8,399,5
1,184,679.9,2070.3,146,6
1,184,728.9,636,136,7
1,184,763,457.9,123,8
1,184,744.3,422,458,9
1,185,955.3,553,1197,1
1,185,743.4,673.1,270,2
1,186,952.8,552.5,1291,1
1,186,739.7,672.4,169,2
1,187,947.9,555.5,1201,1
1,187,761.2,655.5,152,2
1,187,731.8,665.1,143,3
1,187,628.7,2010.9,160,4
1,188,948.4,552.7,1224,1
1,188,960,326.7,68,2
1,188,958.2,280.6,239,3
1,188,666.6,1988,164,4
1,189,948.2,546.3,1194,1
1,189,1188.1,662,227,2
1,189,664.2,2092.5,148,3
1,190,947.8,544.8,1208,1
1,190,746,423.6,194,2
1,190,719.4,420.4,226,3
1,191,947,548.1,1298,1
1,191,746.4,647.6,224,2
1,191,725.9,671.1,140,3
